reach_id,strahler_ord,Z_u_m,Z_d_m,H_gross_m,A_u_km2,A_d_km2,length_m,slope_pct,mid_lon,mid_lat,is_ror,is_microhydro,hydro_method,Q_mean_m3s,Q40_m3s,Q65_m3s,Q80_m3s,Q90_m3s,Q_jan_m3s,Q_feb_m3s,Q_mar_m3s,Q_apr_m3s,Q_may_m3s,Q_jun_m3s,Q_jul_m3s,Q_aug_m3s,Q_sep_m3s,Q_oct_m3s,Q_nov_m3s,Q_dec_m3s,Q_env_m3s,Q_design_m3s,Q_net_m3s,eta,scale_type,H_net_m,P_inst_kW,annual_energy_MWh,dry_energy_MWh,wet_energy_MWh,E_jan_MWh,E_feb_MWh,E_mar_MWh,E_apr_MWh,E_may_MWh,E_jun_MWh,E_jul_MWh,E_aug_MWh,E_sep_MWh,E_oct_MWh,E_nov_MWh,E_dec_MWh,palika,is_border_river,apportion_factor,capacity_class,cultural_excluded,slope_viable,screened_viable
2694,2,1790.4,1654.6,135.8,1.94,2.27,589.8,23.03,83.056111,28.235833,0,1,WECS_NEA_MIP,0.0899,0.0609,0.0315,0.0183,0.0133,0.0198,0.018,0.0198,0.027,0.0494,0.1573,0.3056,0.3281,0.1887,0.0854,0.0377,0.0234,0.0018,0.0315,0.0297,0.65,Micro/Mini Hydro (<1 MW),122.2,23.14,182.08,74.27,107.8,10.44,8.48,10.44,14.14,18.26,17.67,18.26,18.26,17.67,18.26,17.67,12.52,Madane,0,1.0,Micro (5-100 kW),0,1,1
2695,2,1654.6,1648.9,5.7,2.27,3.19,41.2,13.79,83.053611,28.235,0,1,WECS_NEA_MIP,0.1254,0.0852,0.0444,0.026,0.0189,0.0276,0.0251,0.0276,0.0376,0.069,0.2195,0.4265,0.4579,0.2634,0.1192,0.0527,0.0326,0.0025,0.0444,0.0419,0.65,Micro/Mini Hydro (<1 MW),5.1,1.36,10.67,4.33,6.34,0.61,0.49,0.61,0.82,1.07,1.04,1.07,1.07,1.04,1.07,1.04,0.73,Madane,0,1.0,Pico (<5 kW),0,1,0
2706,1,1946.5,1848.1,98.5,0.51,1.42,547.3,17.99,83.059444,28.217778,0,1,WECS_NEA_MIP,0.0568,0.0382,0.0196,0.0113,0.0082,0.0125,0.0114,0.0125,0.017,0.0312,0.0993,0.193,0.2071,0.1192,0.0539,0.0238,0.0148,0.0011,0.0196,0.0185,0.65,Micro/Mini Hydro (<1 MW),88.7,10.46,82.69,34.0,48.69,4.8,3.91,4.8,6.47,8.25,7.98,8.25,8.25,7.98,8.25,7.98,5.77,Madane,0,1.0,Micro (5-100 kW),0,1,1
2707,1,1848.1,1781.3,66.7,1.42,2.22,469.8,14.21,83.055278,28.219444,0,1,WECS_NEA_MIP,0.0879,0.0595,0.0308,0.0179,0.013,0.0193,0.0176,0.0193,0.0264,0.0484,0.1539,0.299,0.321,0.1847,0.0835,0.0369,0.0229,0.0018,0.0308,0.029,0.65,Micro/Mini Hydro (<1 MW),60.0,11.1,87.33,35.57,51.75,4.98,4.06,4.98,6.78,8.77,8.48,8.77,8.77,8.48,8.77,8.48,6.01,Madane,0,1.0,Micro (5-100 kW),0,1,1
2816,1,1917.0,1657.1,259.8,0.5,0.76,639.0,40.66,83.348333,28.138889,0,1,WECS_NEA_MIP,0.0308,0.0206,0.0104,0.0059,0.0043,0.0068,0.0062,0.0068,0.0092,0.0169,0.0538,0.1046,0.1123,0.0646,0.0292,0.0129,0.008,0.0006,0.0104,0.0098,0.65,Micro/Mini Hydro (<1 MW),233.8,14.61,116.43,48.34,68.1,6.88,5.61,6.88,9.23,11.54,11.16,11.54,11.54,11.16,11.54,11.16,8.21,Musikot,0,1.0,Micro (5-100 kW),0,1,1
2817,1,1657.1,1501.4,155.7,0.76,1.38,589.1,26.43,83.343889,28.135833,0,1,WECS_NEA_MIP,0.0552,0.0372,0.019,0.011,0.0079,0.0121,0.011,0.0121,0.0166,0.0304,0.0966,0.1876,0.2014,0.1159,0.0524,0.0232,0.0143,0.0011,0.019,0.0179,0.65,Micro/Mini Hydro (<1 MW),140.1,15.99,126.49,51.94,74.55,7.31,5.94,7.31,9.97,12.63,12.22,12.63,12.63,12.22,12.63,12.22,8.77,Musikot,0,1.0,Micro (5-100 kW),0,1,1
2818,1,1501.4,1224.3,277.1,1.38,1.83,645.7,42.92,83.340278,28.131667,0,1,WECS_NEA_MIP,0.0728,0.0492,0.0253,0.0147,0.0106,0.016,0.0146,0.016,0.0218,0.04,0.1273,0.2474,0.2656,0.1528,0.0691,0.0306,0.0189,0.0015,0.0253,0.0238,0.65,Micro/Mini Hydro (<1 MW),249.4,37.85,298.79,122.08,176.71,17.16,14.0,17.16,23.24,29.93,28.97,29.93,29.93,28.97,29.93,28.97,20.59,Musikot,0,1.0,Micro (5-100 kW),0,1,1
2819,2,1224.3,1050.7,173.6,1.83,2.61,631.0,27.51,83.335556,28.127778,0,1,WECS_NEA_MIP,0.1031,0.0699,0.0362,0.0211,0.0154,0.0227,0.0206,0.0227,0.0309,0.0567,0.1803,0.3504,0.3761,0.2164,0.0979,0.0433,0.0268,0.0021,0.0362,0.0341,0.65,Micro/Mini Hydro (<1 MW),156.2,33.96,267.05,108.69,158.36,15.27,12.38,15.27,20.65,26.83,25.96,26.83,26.83,25.96,26.83,25.96,18.3,Musikot,0,1.0,Micro (5-100 kW),0,1,1
2820,2,1050.7,850.1,200.5,2.61,3.29,519.3,38.61,83.330833,28.126389,0,1,WECS_NEA_MIP,0.1293,0.0879,0.0458,0.0268,0.0196,0.0284,0.0259,0.0284,0.0388,0.0711,0.2263,0.4396,0.4719,0.2715,0.1228,0.0543,0.0336,0.0026,0.0458,0.0432,0.65,Micro/Mini Hydro (<1 MW),180.5,49.72,389.49,157.97,231.52,22.09,18.02,22.09,30.0,39.22,37.95,39.22,39.22,37.95,39.22,37.95,26.55,Musikot,0,1.0,Micro (5-100 kW),0,1,1
2821,2,850.1,735.0,115.2,3.29,3.64,631.7,18.23,83.326667,28.123333,0,1,WECS_NEA_MIP,0.1428,0.0971,0.0507,0.0298,0.0217,0.0314,0.0286,0.0314,0.0428,0.0785,0.2498,0.4854,0.5211,0.2998,0.1356,0.06,0.0371,0.0029,0.0507,0.0478,0.65,Micro/Mini Hydro (<1 MW),103.7,31.61,247.47,100.23,147.24,14.02,11.42,14.02,19.0,24.94,24.14,24.94,24.94,24.14,24.94,24.14,16.83,Musikot,0,1.0,Micro (5-100 kW),0,1,1
2822,2,735.0,662.5,72.4,3.64,962.31,327.8,22.1,83.323333,28.121389,1,0,GAUGE_TRANSFER_DHM,34.7261,21.2919,10.646,6.8438,4.816,7.6398,6.9452,7.6398,10.4178,19.0994,60.7708,118.0689,126.7504,72.9249,32.9898,14.585,9.0288,0.6945,21.2919,20.5974,0.82,Commercial RoR (>1 MW),65.2,5401.48,33990.32,10864.59,23125.72,2710.16,2203.07,2710.16,3671.78,7181.86,8040.39,8308.41,8308.41,8040.39,8308.41,5245.43,3252.16,Musikot,1,0.5,Small/Medium RoR (>1 MW),0,1,1
2856,1,1909.2,1573.6,335.6,0.54,1.0,608.1,55.18,83.045278,28.183333,0,1,WECS_NEA_MIP,0.0402,0.027,0.0138,0.0079,0.0057,0.0089,0.008,0.0089,0.0121,0.0221,0.0704,0.1368,0.1469,0.0845,0.0382,0.0169,0.0105,0.0008,0.0138,0.013,0.65,Micro/Mini Hydro (<1 MW),302.0,25.03,198.58,81.86,116.72,11.61,9.32,11.61,15.67,19.77,19.13,19.77,19.77,19.13,19.77,19.13,13.9,Madane,0,1.0,Micro (5-100 kW),0,1,1
2857,1,1573.6,1528.6,45.0,1.0,1.68,161.3,27.93,83.046944,28.180278,0,1,WECS_NEA_MIP,0.0669,0.0452,0.0232,0.0134,0.0097,0.0147,0.0134,0.0147,0.0201,0.0368,0.1171,0.2275,0.2443,0.1405,0.0636,0.0281,0.0174,0.0013,0.0232,0.0219,0.65,Micro/Mini Hydro (<1 MW),40.5,5.66,44.61,18.3,26.31,2.57,2.1,2.57,3.5,4.46,4.31,4.46,4.46,4.31,4.46,4.31,3.09,Madane,0,1.0,Micro (5-100 kW),0,1,1
2912,1,1895.5,1786.1,109.4,0.52,0.95,505.4,21.64,83.449444,28.086111,0,1,WECS_NEA_MIP,0.0383,0.0257,0.0131,0.0075,0.0054,0.0084,0.0077,0.0084,0.0115,0.0211,0.067,0.1301,0.1397,0.0804,0.0364,0.0161,0.01,0.0008,0.0131,0.0123,0.65,Micro/Mini Hydro (<1 MW),98.5,7.73,61.41,25.27,36.14,3.55,2.91,3.55,4.84,6.12,5.92,6.12,6.12,5.92,6.12,5.92,4.3,Satyawati,0,1.0,Micro (5-100 kW),0,1,1
2913,1,1786.1,1680.1,106.0,0.95,1.46,519.3,20.41,83.444722,28.087222,0,1,WECS_NEA_MIP,0.0583,0.0393,0.0202,0.0116,0.0084,0.0128,0.0117,0.0128,0.0175,0.0321,0.1021,0.1983,0.2129,0.1225,0.0554,0.0245,0.0152,0.0012,0.0202,0.019,0.65,Micro/Mini Hydro (<1 MW),95.4,11.56,91.38,37.41,53.97,5.25,4.29,5.25,7.14,9.14,8.85,9.14,9.14,8.85,9.14,8.85,6.34,Chandrakot,0,1.0,Micro (5-100 kW),0,1,1
2914,1,1680.1,1605.1,75.0,1.46,1.85,505.4,14.84,83.44,28.087778,0,1,WECS_NEA_MIP,0.0735,0.0497,0.0256,0.0148,0.0107,0.0162,0.0147,0.0162,0.0221,0.0405,0.1287,0.2501,0.2685,0.1545,0.0699,0.0309,0.0191,0.0015,0.0256,0.0241,0.65,Micro/Mini Hydro (<1 MW),67.5,10.37,81.84,33.45,48.39,4.71,3.82,4.71,6.38,8.2,7.93,8.2,8.2,7.93,8.2,7.93,5.64,Satyawati,0,1.0,Micro (5-100 kW),0,1,1
2915,2,1605.1,1520.7,84.3,1.85,2.37,505.4,16.69,83.435278,28.088611,0,1,WECS_NEA_MIP,0.0938,0.0635,0.0329,0.0191,0.0139,0.0206,0.0188,0.0206,0.0281,0.0516,0.1641,0.3188,0.3422,0.1969,0.0891,0.0394,0.0244,0.0019,0.0329,0.031,0.65,Micro/Mini Hydro (<1 MW),75.9,15.0,117.97,48.04,69.93,6.73,5.5,6.73,9.13,11.85,11.46,11.85,11.85,11.46,11.85,11.46,8.1,Satyawati,0,1.0,Micro (5-100 kW),0,1,1
2916,2,1520.7,1408.3,112.4,2.37,2.9,491.4,22.87,83.430556,28.089722,0,1,WECS_NEA_MIP,0.1143,0.0776,0.0403,0.0235,0.0171,0.0251,0.0229,0.0251,0.0343,0.0628,0.2,0.3885,0.417,0.2399,0.1085,0.048,0.0297,0.0023,0.0403,0.038,0.65,Micro/Mini Hydro (<1 MW),101.2,24.52,192.41,78.2,114.22,10.95,8.93,10.95,14.87,19.35,18.72,19.35,19.35,18.72,19.35,18.72,13.15,Chandrakot,0,1.0,Micro (5-100 kW),0,1,1
2917,2,1408.3,1295.7,112.7,2.9,3.66,547.3,20.59,83.425833,28.090278,0,1,WECS_NEA_MIP,0.1435,0.0976,0.051,0.0299,0.0218,0.0316,0.0287,0.0316,0.0431,0.0789,0.2512,0.488,0.5239,0.3014,0.1364,0.0603,0.0373,0.0029,0.051,0.0481,0.65,Micro/Mini Hydro (<1 MW),101.4,31.1,243.45,98.62,144.83,13.81,11.21,13.81,18.71,24.53,23.74,24.53,24.53,23.74,24.53,23.74,16.55,Satyawati,0,1.0,Micro (5-100 kW),0,1,1
2918,2,1295.7,1175.6,120.0,3.66,4.15,597.8,20.08,83.422778,28.093889,0,1,WECS_NEA_MIP,0.1623,0.1106,0.0579,0.0341,0.0249,0.0357,0.0325,0.0357,0.0487,0.0893,0.2841,0.552,0.5925,0.3409,0.1542,0.0682,0.0422,0.0033,0.0579,0.0546,0.65,Micro/Mini Hydro (<1 MW),108.0,37.6,293.95,118.82,175.12,16.6,13.51,16.6,22.51,29.67,28.71,29.67,29.67,28.71,29.67,28.71,19.93,Satyawati,0,1.0,Micro (5-100 kW),0,1,1
2919,2,1175.6,1024.5,151.1,4.15,4.72,554.6,27.25,83.419722,28.098056,0,1,WECS_NEA_MIP,0.1842,0.1256,0.0659,0.0389,0.0285,0.0405,0.0368,0.0405,0.0552,0.1013,0.3223,0.6262,0.6722,0.3867,0.175,0.0773,0.0479,0.0037,0.0659,0.0622,0.65,Micro/Mini Hydro (<1 MW),136.0,53.94,420.97,169.97,251.0,23.74,19.29,23.74,32.16,42.52,41.15,42.52,42.52,41.15,42.52,41.15,28.52,Chandrakot,0,1.0,Micro (5-100 kW),0,1,1
2920,4,1024.5,1015.3,9.1,4.72,113.8,27.3,33.55,83.417222,28.098333,1,0,WECS_NEA_MIP,4.1664,2.9335,1.641,1.0315,0.7792,0.9166,0.8333,0.9166,1.2499,2.2915,7.2912,14.1658,15.2074,8.7495,3.9581,1.7499,1.0833,0.0833,2.9335,2.8502,0.82,Commercial RoR (>1 MW),8.2,188.01,1117.57,327.89,789.69,40.9,33.25,40.9,55.41,108.37,139.32,143.96,143.96,139.32,143.96,79.15,49.08,Chandrakot,0,1.0,Mini (100-1000 kW),0,1,1
3051,1,1860.7,1731.9,128.8,0.54,0.81,561.2,22.96,83.45,28.069722,0,1,WECS_NEA_MIP,0.0327,0.0219,0.0111,0.0063,0.0046,0.0072,0.0065,0.0072,0.0098,0.018,0.0573,0.1113,0.1195,0.0688,0.0311,0.0138,0.0085,0.0006,0.0111,0.0105,0.65,Micro/Mini Hydro (<1 MW),115.9,7.76,61.56,25.53,36.03,3.63,2.93,3.63,4.9,6.1,5.91,6.1,6.1,5.91,6.1,5.91,4.34,Satyawati,0,1.0,Micro (5-100 kW),0,1,1
3052,1,1731.9,1649.2,82.7,0.81,0.89,603.1,13.71,83.445278,28.067778,0,1,WECS_NEA_MIP,0.0359,0.0241,0.0122,0.007,0.005,0.0079,0.0072,0.0079,0.0108,0.0197,0.0628,0.1221,0.1311,0.0754,0.0341,0.0151,0.0093,0.0007,0.0122,0.0115,0.65,Micro/Mini Hydro (<1 MW),74.4,5.46,43.37,17.95,25.42,2.54,2.07,2.54,3.45,4.31,4.17,4.31,4.31,4.17,4.31,4.17,3.04,Satyawati,0,1.0,Micro (5-100 kW),0,1,1
3053,1,1649.2,1644.5,4.7,0.89,2.15,54.5,8.65,83.442778,28.066667,0,1,WECS_NEA_MIP,0.0852,0.0577,0.0298,0.0173,0.0126,0.0187,0.017,0.0187,0.0256,0.0469,0.1491,0.2897,0.311,0.179,0.081,0.0358,0.0222,0.0017,0.0298,0.0281,0.65,Micro/Mini Hydro (<1 MW),4.2,0.75,5.92,2.42,3.51,0.34,0.28,0.34,0.46,0.59,0.57,0.59,0.59,0.57,0.59,0.57,0.41,Satyawati,0,1.0,Pico (<5 kW),0,1,0
3087,1,1849.5,1586.1,263.4,0.55,1.22,575.2,45.8,83.508056,28.045833,0,1,WECS_NEA_MIP,0.0489,0.0329,0.0168,0.0097,0.007,0.0108,0.0098,0.0108,0.0147,0.0269,0.0856,0.1663,0.1785,0.1027,0.0465,0.0205,0.0127,0.001,0.0168,0.0158,0.65,Micro/Mini Hydro (<1 MW),237.1,23.89,189.51,77.96,111.55,11.02,8.94,11.02,14.91,18.9,18.29,18.9,18.9,18.29,18.9,18.29,13.16,Kaligandaki,0,1.0,Micro (5-100 kW),0,1,1
3088,1,1586.1,1423.8,162.3,1.22,2.0,603.1,26.91,83.512778,28.048333,0,1,WECS_NEA_MIP,0.0794,0.0537,0.0277,0.0161,0.0117,0.0175,0.0159,0.0175,0.0238,0.0437,0.1389,0.2699,0.2898,0.1667,0.0754,0.0333,0.0206,0.0016,0.0277,0.0261,0.65,Micro/Mini Hydro (<1 MW),146.1,24.31,191.59,78.25,113.34,11.02,8.95,11.02,14.89,19.2,18.58,19.2,19.2,18.58,19.2,18.58,13.17,Kaligandaki,0,1.0,Micro (5-100 kW),0,1,1
3089,2,1423.8,1386.3,37.5,2.0,2.67,81.8,45.88,83.515556,28.048333,0,1,WECS_NEA_MIP,0.1054,0.0715,0.0371,0.0216,0.0157,0.0232,0.0211,0.0232,0.0316,0.058,0.1844,0.3583,0.3846,0.2213,0.1001,0.0443,0.0274,0.0021,0.0371,0.035,0.65,Micro/Mini Hydro (<1 MW),33.8,7.54,59.22,24.1,35.12,3.38,2.75,3.38,4.58,5.95,5.76,5.95,5.95,5.76,5.95,5.76,4.06,Kaligandaki,0,1.0,Micro (5-100 kW),0,1,1
3104,1,1840.1,1781.3,58.8,0.53,2.22,218.8,26.88,83.054722,28.220556,0,1,WECS_NEA_MIP,0.0879,0.0595,0.0308,0.0179,0.013,0.0193,0.0176,0.0193,0.0264,0.0484,0.1539,0.299,0.321,0.1847,0.0835,0.0369,0.0229,0.0018,0.0308,0.029,0.65,Micro/Mini Hydro (<1 MW),52.9,9.78,76.99,31.36,45.63,4.39,3.58,4.39,5.97,7.73,7.48,7.73,7.73,7.48,7.73,7.48,5.3,Madane,0,1.0,Micro (5-100 kW),0,1,1
3151,1,1828.7,1689.4,139.3,0.52,1.29,577.2,24.14,83.116111,28.243889,0,1,WECS_NEA_MIP,0.0517,0.0348,0.0178,0.0102,0.0074,0.0114,0.0103,0.0114,0.0155,0.0284,0.0904,0.1756,0.1885,0.1085,0.0491,0.0217,0.0134,0.001,0.0178,0.0168,0.65,Micro/Mini Hydro (<1 MW),125.4,13.43,106.2,43.69,62.51,6.19,5.0,6.19,8.35,10.59,10.25,10.59,10.59,10.25,10.59,10.25,7.38,Malika,0,1.0,Micro (5-100 kW),0,1,1
3152,1,1689.4,1622.5,66.9,1.29,10.5,226.8,29.51,83.116667,28.240556,1,0,WECS_NEA_MIP,0.4032,0.2772,0.1478,0.0886,0.0654,0.0887,0.0806,0.0887,0.121,0.2218,0.7056,1.3708,1.4716,0.8467,0.383,0.1693,0.1048,0.0081,0.2772,0.2691,0.82,Commercial RoR (>1 MW),60.2,130.31,781.99,232.87,549.12,29.04,23.59,29.04,39.36,76.99,96.65,99.87,99.87,96.65,99.87,56.21,34.84,Malika,0,1.0,Mini (100-1000 kW),0,1,1
3159,1,1827.5,1539.0,288.5,0.5,0.89,587.5,49.11,83.172778,28.224444,0,1,WECS_NEA_MIP,0.0359,0.0241,0.0122,0.007,0.005,0.0079,0.0072,0.0079,0.0108,0.0197,0.0628,0.1221,0.1311,0.0754,0.0341,0.0151,0.0093,0.0007,0.0122,0.0115,0.65,Micro/Mini Hydro (<1 MW),259.7,19.04,151.37,62.64,88.73,8.87,7.23,8.87,12.04,15.03,14.55,15.03,15.03,14.55,15.03,14.55,10.6,Malika,0,1.0,Micro (5-100 kW),0,1,1
3160,1,1539.0,1376.3,162.6,0.89,1.3,552.9,29.41,83.173611,28.229167,0,1,WECS_NEA_MIP,0.052,0.035,0.0179,0.0103,0.0074,0.0115,0.0104,0.0115,0.0156,0.0286,0.0911,0.177,0.19,0.1093,0.0494,0.0219,0.0135,0.001,0.0179,0.0169,0.65,Micro/Mini Hydro (<1 MW),146.3,15.77,124.71,51.37,73.34,7.29,5.89,7.29,9.81,12.42,12.02,12.42,12.42,12.02,12.42,12.02,8.68,Malika,0,1.0,Micro (5-100 kW),0,1,1
3161,1,1376.3,1272.3,104.0,1.3,1.85,519.3,20.02,83.176944,28.231944,0,1,WECS_NEA_MIP,0.0735,0.0497,0.0256,0.0148,0.0107,0.0162,0.0147,0.0162,0.0221,0.0405,0.1287,0.2501,0.2685,0.1545,0.0699,0.0309,0.0191,0.0015,0.0256,0.0241,0.65,Micro/Mini Hydro (<1 MW),93.6,14.38,113.49,46.38,67.11,6.53,5.29,6.53,8.85,11.37,11.0,11.37,11.37,11.0,11.37,11.0,7.82,Malika,0,1.0,Micro (5-100 kW),0,1,1
3162,1,1272.3,1226.1,46.2,1.85,4.39,397.6,11.62,83.180833,28.232778,0,1,WECS_NEA_MIP,0.1715,0.1169,0.0613,0.0361,0.0264,0.0377,0.0343,0.0377,0.0515,0.0943,0.3002,0.5832,0.6261,0.3602,0.163,0.072,0.0446,0.0034,0.0613,0.0579,0.65,Micro/Mini Hydro (<1 MW),41.6,15.36,119.88,48.46,71.42,6.77,5.51,6.77,9.19,12.1,11.71,12.1,12.1,11.71,12.1,11.71,8.13,Malika,0,1.0,Micro (5-100 kW),0,1,1
3173,1,1822.8,1685.9,136.9,0.52,1.09,226.7,60.39,83.495833,28.055833,0,1,WECS_NEA_MIP,0.0438,0.0294,0.015,0.0086,0.0062,0.0096,0.0088,0.0096,0.0131,0.0241,0.0766,0.1489,0.1599,0.092,0.0416,0.0184,0.0114,0.0009,0.015,0.0141,0.65,Micro/Mini Hydro (<1 MW),123.2,11.08,87.9,36.15,51.75,5.08,4.17,5.08,6.9,8.77,8.48,8.77,8.77,8.48,8.77,8.48,6.14,Kaligandaki,0,1.0,Micro (5-100 kW),0,1,1
3175,1,1821.6,1681.5,140.1,0.7,1.34,533.3,26.27,83.470278,28.114167,0,1,WECS_NEA_MIP,0.0536,0.0361,0.0185,0.0106,0.0077,0.0118,0.0107,0.0118,0.0161,0.0295,0.0938,0.1823,0.1957,0.1126,0.0509,0.0225,0.0139,0.0011,0.0185,0.0174,0.65,Micro/Mini Hydro (<1 MW),126.1,13.99,110.73,45.4,65.33,6.4,5.19,6.4,8.68,11.07,10.71,11.07,11.07,10.71,11.07,10.71,7.66,Chandrakot,0,1.0,Micro (5-100 kW),0,1,1
3176,1,1681.5,1547.9,133.6,1.34,1.93,592.8,22.54,83.465833,28.113056,0,1,WECS_NEA_MIP,0.0767,0.0518,0.0267,0.0155,0.0112,0.0169,0.0153,0.0169,0.023,0.0422,0.1342,0.2607,0.2798,0.161,0.0728,0.0322,0.0199,0.0015,0.0267,0.0252,0.65,Micro/Mini Hydro (<1 MW),120.2,19.31,152.13,62.25,89.88,8.78,7.11,8.78,11.86,15.23,14.73,15.23,15.23,14.73,15.23,14.73,10.49,Chandrakot,0,1.0,Micro (5-100 kW),0,1,1
3177,2,1547.9,1417.3,130.6,1.93,2.47,642.0,20.34,83.461389,28.109722,0,1,WECS_NEA_MIP,0.0976,0.0662,0.0343,0.02,0.0145,0.0215,0.0195,0.0215,0.0293,0.0537,0.1709,0.3319,0.3564,0.205,0.0927,0.041,0.0254,0.002,0.0343,0.0323,0.65,Micro/Mini Hydro (<1 MW),117.5,24.2,190.31,77.44,112.87,10.87,8.81,10.87,14.73,19.12,18.5,19.12,19.12,18.5,19.12,18.5,13.04,Chandrakot,0,1.0,Micro (5-100 kW),0,1,1
3178,2,1417.3,1338.6,78.7,2.47,2.73,606.8,12.98,83.4575,28.105278,0,1,WECS_NEA_MIP,0.1077,0.073,0.0379,0.0221,0.0161,0.0237,0.0215,0.0237,0.0323,0.0592,0.1885,0.3662,0.3931,0.2262,0.1023,0.0452,0.028,0.0022,0.0379,0.0358,0.65,Micro/Mini Hydro (<1 MW),70.8,16.16,126.63,51.48,75.15,7.22,5.86,7.22,9.78,12.73,12.32,12.73,12.73,12.32,12.73,12.32,8.67,Chandrakot,0,1.0,Micro (5-100 kW),0,1,1
3179,2,1338.6,1294.3,44.2,2.73,6.1,218.8,20.21,83.454167,28.104444,0,1,WECS_NEA_MIP,0.2368,0.1619,0.0854,0.0506,0.0372,0.0521,0.0474,0.0521,0.071,0.1302,0.4144,0.8051,0.8643,0.4973,0.225,0.0995,0.0616,0.0047,0.0854,0.0807,0.65,Micro/Mini Hydro (<1 MW),39.8,20.48,159.35,64.17,95.19,8.95,7.28,8.95,12.11,16.12,15.6,16.12,16.12,15.6,16.12,15.6,10.74,Chandrakot,0,1.0,Micro (5-100 kW),0,1,1
3187,1,1820.3,1698.6,121.7,0.51,1.08,575.2,21.17,83.441667,28.075278,0,1,WECS_NEA_MIP,0.0434,0.0292,0.0149,0.0085,0.0061,0.0095,0.0087,0.0095,0.013,0.0239,0.076,0.1476,0.1584,0.0911,0.0412,0.0182,0.0113,0.0009,0.0149,0.014,0.65,Micro/Mini Hydro (<1 MW),109.5,9.78,77.51,31.82,45.69,4.47,3.66,4.47,6.08,7.74,7.49,7.74,7.74,7.49,7.74,7.49,5.4,Satyawati,0,1.0,Micro (5-100 kW),0,1,1
3188,1,1698.6,1625.3,73.2,1.08,1.4,565.6,12.95,83.436944,28.074722,0,1,WECS_NEA_MIP,0.056,0.0377,0.0193,0.0111,0.008,0.0123,0.0112,0.0123,0.0168,0.0308,0.0979,0.1903,0.2043,0.1175,0.0532,0.0235,0.0146,0.0011,0.0193,0.0182,0.65,Micro/Mini Hydro (<1 MW),65.9,7.65,60.48,24.86,35.62,3.5,2.85,3.5,4.75,6.03,5.84,6.03,6.03,5.84,6.03,5.84,4.22,Satyawati,0,1.0,Micro (5-100 kW),0,1,1
3189,1,1625.3,1593.5,31.9,1.4,1.91,589.1,5.41,83.433611,28.0725,0,1,WECS_NEA_MIP,0.0759,0.0513,0.0264,0.0153,0.0111,0.0167,0.0152,0.0167,0.0228,0.0417,0.1328,0.258,0.277,0.1594,0.0721,0.0319,0.0197,0.0015,0.0264,0.0249,0.65,Micro/Mini Hydro (<1 MW),28.7,4.56,35.92,14.7,21.22,2.07,1.68,2.07,2.81,3.59,3.48,3.59,3.59,3.48,3.59,3.48,2.48,Satyawati,0,1.0,Pico (<5 kW),0,1,0
3190,2,1593.5,1571.6,21.8,1.91,2.78,547.3,3.99,83.428889,28.075278,0,1,WECS_NEA_MIP,0.1096,0.0744,0.0386,0.0225,0.0164,0.0241,0.0219,0.0241,0.0329,0.0603,0.1918,0.3727,0.4001,0.2302,0.1041,0.046,0.0285,0.0022,0.0386,0.0364,0.65,Micro/Mini Hydro (<1 MW),19.6,4.55,35.71,14.52,21.19,2.04,1.65,2.04,2.76,3.59,3.47,3.59,3.59,3.47,3.59,3.47,2.45,Satyawati,0,1.0,Pico (<5 kW),0,1,0
3191,2,1571.6,1536.9,34.7,2.78,3.49,575.2,6.04,83.424167,28.074167,0,1,WECS_NEA_MIP,0.137,0.0932,0.0486,0.0285,0.0208,0.0301,0.0274,0.0301,0.0411,0.0753,0.2397,0.4658,0.5,0.2877,0.1301,0.0575,0.0356,0.0027,0.0486,0.0459,0.65,Micro/Mini Hydro (<1 MW),31.2,9.13,71.44,28.98,42.47,4.06,3.3,4.06,5.5,7.19,6.96,7.19,7.19,6.96,7.19,6.96,4.87,Satyawati,0,1.0,Micro (5-100 kW),0,1,1
3192,2,1536.9,1498.4,38.5,3.49,4.25,564.9,6.82,83.419722,28.073889,0,1,WECS_NEA_MIP,0.1662,0.1132,0.0593,0.0349,0.0255,0.0366,0.0332,0.0366,0.0499,0.0914,0.2908,0.565,0.6065,0.349,0.1579,0.0698,0.0432,0.0033,0.0593,0.056,0.65,Micro/Mini Hydro (<1 MW),34.6,12.36,96.51,39.05,57.46,5.47,4.43,5.47,7.4,9.73,9.42,9.73,9.73,9.42,9.73,9.42,6.55,Satyawati,0,1.0,Micro (5-100 kW),0,1,1
3193,2,1498.4,1431.1,67.2,4.25,4.77,575.2,11.69,83.415,28.071944,0,1,WECS_NEA_MIP,0.1861,0.1269,0.0666,0.0393,0.0288,0.0409,0.0372,0.0409,0.0558,0.1023,0.3256,0.6327,0.6792,0.3908,0.1768,0.0782,0.0484,0.0037,0.0666,0.0629,0.65,Micro/Mini Hydro (<1 MW),60.5,24.27,189.3,76.46,112.84,10.68,8.68,10.68,14.47,19.12,18.5,19.12,19.12,18.5,19.12,18.5,12.83,Satyawati,0,1.0,Micro (5-100 kW),0,1,1
