District,Year,Annual_Average_Solar_Irradiance_kWh_m2_day
Baitadi,1986,5.2147
Baitadi,1987,5.2207
Baitadi,1988,4.979
Baitadi,1989,5.0791
Baitadi,1990,4.8883
Baitadi,1991,5.1007
Baitadi,1992,5.0942
Baitadi,1993,5.0042
Baitadi,1994,5.2663
Baitadi,1995,5.1161
Baitadi,1996,5.0906
Baitadi,1997,4.9536
Baitadi,1998,5.1089
Baitadi,1999,5.1991
Baitadi,2000,4.8778
Baitadi,2001,5.0774
Baitadi,2002,4.9714
Baitadi,2003,5.1154
Baitadi,2004,5.1636
Baitadi,2005,5.0282
Baitadi,2006,5.041
Baitadi,2007,4.9622
Baitadi,2008,4.8725
Baitadi,2009,5.2745
Baitadi,2010,5.1506
Baitadi,2011,4.95
Baitadi,2012,5.0402
Baitadi,2013,4.9486
Baitadi,2014,5.1211
Baitadi,2015,5.0299
Baitadi,2016,5.0702
Baitadi,2017,5.0138
Baitadi,2018,5.0126
Baitadi,2019,4.9157
Baitadi,2020,4.9723
Baitadi,2021,4.9661
Baitadi,2022,4.9675
Baitadi,2023,4.8895
Baitadi,2024,4.9615
Bajhang,1984,4.9877
Bajhang,1985,4.8307
Bajhang,1986,5.0119
Bajhang,1987,5.0374
Bajhang,1988,4.8876
Bajhang,1989,4.9697
Bajhang,1990,4.8005
Bajhang,1991,4.9663
Bajhang,1992,4.9932
Bajhang,1993,4.879
Bajhang,1994,5.0806
Bajhang,1995,4.9975
Bajhang,1996,4.9373
Bajhang,1997,4.8744
Bajhang,1998,4.896
Bajhang,1999,5.0558
Bajhang,2000,4.7376
Bajhang,2001,4.9025
Bajhang,2002,4.7537
Bajhang,2003,4.9082
Bajhang,2004,4.9349
Bajhang,2005,4.7431
Bajhang,2006,4.8166
Bajhang,2007,4.734
Bajhang,2008,4.6301
Bajhang,2009,5.0287
Bajhang,2010,4.9757
Bajhang,2011,4.7074
Bajhang,2012,4.8108
Bajhang,2013,4.7028
Bajhang,2014,4.9114
Bajhang,2015,4.8595
Bajhang,2016,4.9073
Bajhang,2017,4.7357
Bajhang,2018,4.8247
Bajhang,2019,4.6589
Bajhang,2020,4.7119
Bajhang,2021,4.6507
Bajhang,2022,4.6426
Bajhang,2023,4.5154
Bajhang,2024,4.7292
Bajura,1984,4.9877
Bajura,1985,4.8307
Bajura,1986,5.0119
Bajura,1987,5.0374
Bajura,1988,4.8876
Bajura,1989,4.9697
Bajura,1990,4.8005
Bajura,1991,4.9663
Bajura,1992,4.9932
Bajura,1993,4.879
Bajura,1994,5.0806
Bajura,1995,4.9975
Bajura,1996,4.9373
Bajura,1997,4.8744
Bajura,1998,4.896
Bajura,1999,5.0558
Bajura,2000,4.7376
Bajura,2001,4.9025
Bajura,2002,4.7537
Bajura,2003,4.9082
Bajura,2004,4.9349
Bajura,2005,4.7431
Bajura,2006,4.8166
Bajura,2007,4.734
Bajura,2008,4.6301
Bajura,2009,5.0287
Bajura,2010,4.9757
Bajura,2011,4.7074
Bajura,2012,4.8108
Bajura,2013,4.7028
Bajura,2014,4.9114
Bajura,2015,4.8595
Bajura,2016,4.9073
Bajura,2017,4.7357
Bajura,2018,4.8247
Bajura,2019,4.6589
Bajura,2020,4.7119
Bajura,2021,4.6507
Bajura,2022,4.6426
Bajura,2023,4.5154
Bajura,2024,4.7292
Dadeldhura,1984,5.0976
Dadeldhura,1985,5.2092
Dadeldhura,1986,5.2147
Dadeldhura,1987,5.2207
Dadeldhura,1988,4.979
Dadeldhura,1989,5.0791
Dadeldhura,1990,4.8883
Dadeldhura,1991,5.1007
Dadeldhura,1992,5.0942
Dadeldhura,1993,5.0042
Dadeldhura,1994,5.2663
Dadeldhura,1995,5.1161
Dadeldhura,1996,5.0906
Dadeldhura,1997,4.9536
Dadeldhura,1998,5.1089
Dadeldhura,1999,5.1991
Dadeldhura,2000,4.8778
Dadeldhura,2001,5.0774
Dadeldhura,2002,4.9714
Dadeldhura,2003,5.1154
Dadeldhura,2004,5.1636
Dadeldhura,2005,5.0282
Dadeldhura,2006,5.041
Dadeldhura,2007,4.9622
Dadeldhura,2008,4.8725
Dadeldhura,2009,5.2745
Dadeldhura,2010,5.1506
Dadeldhura,2011,4.95
Dadeldhura,2012,5.0402
Dadeldhura,2013,4.9486
Dadeldhura,2014,5.1211
Dadeldhura,2015,5.0299
Dadeldhura,2016,5.0702
Dadeldhura,2017,5.0138
Dadeldhura,2018,5.0126
Dadeldhura,2019,4.9157
Dadeldhura,2020,4.9723
Dadeldhura,2021,4.9661
Dadeldhura,2022,4.9675
Dadeldhura,2023,4.8895
Dadeldhura,2024,4.9615
Darchula,1984,5.0976
Darchula,1985,5.2092
Darchula,1986,5.2147
Darchula,1987,5.2207
Darchula,1988,4.979
Darchula,1989,5.0791
Darchula,1990,4.8883
Darchula,1991,5.1007
Darchula,1992,5.0942
Darchula,1993,5.0042
Darchula,1994,5.2663
Darchula,1995,5.1161
Darchula,1996,5.0906
Darchula,1997,4.9536
Darchula,1998,5.1089
Darchula,1999,5.1991
Darchula,2000,4.8778
Darchula,2001,5.0774
Darchula,2002,4.9714
Darchula,2003,5.1154
Darchula,2004,5.1636
Darchula,2005,5.0282
Darchula,2006,5.041
Darchula,2007,4.9622
Darchula,2008,4.8725
Darchula,2009,5.2745
Darchula,2010,5.1506
Darchula,2011,4.95
Darchula,2012,5.0402
Darchula,2013,4.9486
Darchula,2014,5.1211
Darchula,2015,5.0299
Darchula,2016,5.0702
Darchula,2017,5.0138
Darchula,2018,5.0126
Darchula,2019,4.9157
Darchula,2020,4.9723
Darchula,2021,4.9661
Darchula,2022,4.9675
Darchula,2023,4.8895
Darchula,2024,4.9615
Doti,1984,5.0976
Doti,1985,5.2092
Doti,1986,5.2147
Doti,1987,5.2207
Doti,1988,4.979
Doti,1989,5.0791
Doti,1990,4.8883
Doti,1991,5.1007
Doti,1992,5.0942
Doti,1993,5.0042
Doti,1994,5.2663
Doti,1995,5.1161
Doti,1996,5.0906
Doti,1997,4.9536
Doti,1998,5.1089
Doti,1999,5.1991
Doti,2000,4.8778
Doti,2001,5.0774
Doti,2002,4.9714
Doti,2003,5.1154
Doti,2004,5.1636
Doti,2005,5.0282
Doti,2006,5.041
Doti,2007,4.9622
Doti,2008,4.8725
Doti,2009,5.2745
Doti,2010,5.1506
Doti,2011,4.95
Doti,2012,5.0402
Doti,2013,4.9486
Doti,2014,5.1211
Doti,2015,5.0299
Doti,2016,5.0702
Doti,2017,5.0138
Doti,2018,5.0126
Doti,2019,4.9157
Doti,2020,4.9723
Doti,2021,4.9661
Doti,2022,4.9675
Doti,2023,4.8895
Doti,2024,4.9615
Kailali,1984,4.8653
Kailali,1985,4.9303
Kailali,1986,4.9678
Kailali,1987,4.9284
Kailali,1988,4.7556
Kailali,1989,4.8766
Kailali,1990,4.6469
Kailali,1991,4.903
Kailali,1992,4.8492
Kailali,1993,4.775
Kailali,1994,4.9774
Kailali,1995,4.9279
Kailali,1996,4.8278
Kailali,1997,4.6721
Kailali,1998,4.7609
Kailali,1999,4.9668
Kailali,2000,4.8053
Kailali,2001,4.8127
Kailali,2002,4.8648
Kailali,2003,4.7146
Kailali,2004,4.8876
Kailali,2005,4.9142
Kailali,2006,4.921
Kailali,2007,4.728
Kailali,2008,4.6109
Kailali,2009,5.0033
Kailali,2010,4.751
Kailali,2011,4.667
Kailali,2012,4.8034
Kailali,2013,4.6166
Kailali,2014,4.7964
Kailali,2015,4.7225
Kailali,2016,4.6663
Kailali,2017,4.7191
Kailali,2018,4.6054
Kailali,2019,4.6291
Kailali,2020,4.5655
Kailali,2021,4.5266
Kailali,2022,4.6164
Kailali,2023,4.549
Kailali,2024,4.549
Kanchanpur,1984,4.8653
Kanchanpur,1985,4.9303
Kanchanpur,1986,4.9678
Kanchanpur,1987,4.9284
Kanchanpur,1988,4.7556
Kanchanpur,1989,4.8766
Kanchanpur,1990,4.6469
Kanchanpur,1991,4.903
Kanchanpur,1992,4.8492
Kanchanpur,1993,4.775
Kanchanpur,1994,4.9774
Kanchanpur,1995,4.9279
Kanchanpur,1996,4.8278
Kanchanpur,1997,4.6721
Kanchanpur,1998,4.7609
Kanchanpur,1999,4.9668
Kanchanpur,2000,4.8053
Kanchanpur,2001,4.8127
Kanchanpur,2002,4.8648
Kanchanpur,2003,4.7146
Kanchanpur,2004,4.8876
Kanchanpur,2005,4.9142
Kanchanpur,2006,4.921
Kanchanpur,2007,4.728
Kanchanpur,2008,4.6109
Kanchanpur,2009,5.0033
Kanchanpur,2010,4.751
Kanchanpur,2011,4.667
Kanchanpur,2012,4.8034
Kanchanpur,2013,4.6166
Kanchanpur,2014,4.7964
Kanchanpur,2015,4.7225
Kanchanpur,2016,4.6663
Kanchanpur,2017,4.7191
Kanchanpur,2018,4.6054
Kanchanpur,2019,4.6291
Kanchanpur,2020,4.5655
Kanchanpur,2021,4.5266
Kanchanpur,2022,4.6164
Kanchanpur,2023,4.549
Kanchanpur,2024,4.549
